PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16579849	0	['Production and characterization of murine models of classic and intermediate maple syrup urine disease\n\nAbstract\n\nBackground\n\nMaple Syrup Urine Disease (MSUD) is an inborn error of metabolism caused by a deficiency of branched-chain keto acid dehydrogenase.']	(0, 257)	['CHEBI:25754', 'CHEBI:25754', 'GO:0008152', 'NCBITaxon:39107', 'NCBITaxon:4022', 'NCBITaxon:4022', 'UBERON:0001088', 'UBERON:0001088']
16579849	1	['MSUD has several clinical phenotypes depending on the degree of enzyme deficiency.']	(258, 340)	[]
16579849	2	['Current treatments are not satisfactory and require new approaches to combat this disease.']	(341, 431)	[]
16579849	3	['A major hurdle in developing new treatments has been the lack of a suitable animal model.']	(432, 521)	['NCBITaxon:33208']
16579849	4	['Methods\n\nTo create a murine model of classic MSUD, we used gene targeting and embryonic stem cell technologies to create a mouse line that lacked a functional E2 subunit gene of branched-chain keto acid dehydrogenase.']	(523, 740)	['CHEBI:25754', 'CHEBI:25754', 'CL:0002322', 'CL:0002322', 'CL:0002322', 'NCBITaxon:39107', 'NCBITaxon:10088', 'PR:000006300', 'PR:000006300', 'SO:0000704', 'SO:0000704', 'UBERON:0000922']
16579849	5	['To create a murine model of intermediate MSUD, we used transgenic technology to express a human E2 cDNA on the knockout background.']	(741, 872)	['GO:0010467', 'NCBITaxon:39107', 'NCBITaxon:9606', 'PR:000006300']
16579849	6	['Mice of both models were characterized at the molecular, biochemical, and whole animal levels.']	(873, 967)	['NCBITaxon:10088', 'NCBITaxon:33208']
16579849	7	['Results\n\nBy disrupting the E2 subunit gene of branched-chain keto acid dehydrogenase, we created a gene knockout mouse model of classic MSUD.']	(969, 1110)	['CHEBI:25754', 'CHEBI:25754', 'NCBITaxon:10088', 'PR:000006300', 'PR:000006300', 'SO:0000704', 'SO:0000704']
16579849	8	['The homozygous knockout mice lacked branched-chain keto acid dehydrogenase activity, E2 immunoreactivity, and had a 3-fold increase in circulating branched-chain amino acids.']	(1111, 1285)	['CHEBI:25754', 'CHEBI:25754', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'NCBITaxon:10088', 'PR:000006300']
16579849	9	['These metabolic derangements resulted in neonatal lethality.']	(1286, 1346)	['GO:0008152']
16579849	10	['Transgenic expression of a human E2 cDNA in the liver of the E2 knockout animals produced a model of intermediate MSUD.']	(1347, 1466)	['GO:0010467', 'NCBITaxon:9606', 'NCBITaxon:33208', 'PR:000006300', 'PR:000006300', 'UBERON:0002107']
16579849	11	['Branched-chain keto acid dehydrogenase activity was 5–6% of normal and was sufficient to allow survival, but was insufficient to normalize circulating branched-chain amino acids levels, which were intermediate between wildtype and the classic MSUD mouse model.']	(1467, 1727)	['CHEBI:25754', 'CHEBI:25754', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'NCBITaxon:10088']
16579849	12	['Conclusion\n\nThese mice represent important animal models that closely approximate the phenotype of humans with the classic and intermediate forms of MSUD.']	(1729, 1883)	['NCBITaxon:10088', 'NCBITaxon:33208', 'NCBITaxon:9606']
16579849	13	['These animals provide useful models to further characterize the pathogenesis of MSUD, as well as models to test novel therapeutic strategies, such as gene and cellular therapies, to treat this devastating metabolic disease.']	(1884, 2107)	['GO:0008152', 'NCBITaxon:33208', 'SO:0000704']
16579849	14	['Background\n\nMaple Syrup Urine Disease (MSUD) is a genetic disorder caused by a deficiency of branched-chain keto acid dehydrogenase (BCKDH), a mitochondrial multienzyme complex responsible for the oxidative decarboxylation of branched-chain keto acids derived from branched-chain amino acids (BCAA), leucine, isoleucine and valine (for review, see: [1]).']	(2109, 2463)	['CHEBI:25754', 'CHEBI:25754', 'CHEBI:25754', 'CHEBI:25754', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'CHEBI:22918', 'GO:0005739', 'GO:0032991', 'MOP:0000568', 'NCBITaxon:4022', 'SO:0000704', 'UBERON:0001088']
