PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16433929	0	['m-Calpain is required for preimplantation embryonic development in mice\n\nAbstract\n\nBackground\n\nμ-calpain and m-calpain are ubiquitously expressed proteases implicated in cellular migration, cell cycle progression, degenerative processes and cell death.']	(0, 252)	['GO:0007566', 'GO:0009790', 'GO:0009790', 'GO:0010467', 'GO:0016477', 'GO:0016477', 'GO:0007049', 'GO:0007049', 'GO:0008219', 'GO:0008219', 'NCBITaxon:10088', 'UBERON:0000922']
16433929	1	['These heterodimeric enzymes are composed of distinct catalytic subunits, encoded by Capn1 (μ-calpain) or Capn2 (m-calpain), and a common regulatory subunit encoded by Capn4.']	(253, 426)	['GO:0065007', 'PR:000005009', 'PR:000005015', 'PR:000005022']
16433929	2	['Disruption of the mouse Capn4 gene abolished both μ-calpain and m-calpain activity, and resulted in embryonic lethality, thereby suggesting essential roles for one or both of these enzymes during mammalian embryogenesis.']	(427, 647)	['GO:0009790', 'NCBITaxon:10088', 'NCBITaxon:40674', 'PR:000005022', 'SO:0000704', 'UBERON:0000922']
16433929	3	['Disruption of the Capn1 gene produced viable, fertile mice implying that either m-calpain could compensate for the loss of μ-calpain, or that the loss of m-calpain was responsible for death of Capn4-/- mice.']	(648, 855)	['GO:0016265', 'NCBITaxon:10088', 'NCBITaxon:10088', 'PR:000005009', 'PR:000005022', 'SO:0000704']
16433929	4	['Results\n\nTo distinguish between the alternatives described above, we deleted an essential coding region in the mouse Capn2 gene in embryonic stems cells and transmitted this mutant allele through the mouse germline.']	(857, 1072)	['CL:0002322', 'CL:0002322', 'CL:0002322', 'NCBITaxon:10088', 'NCBITaxon:10088', 'PR:000005015', 'SO:0000704', 'SO:0001023', 'UBERON:0000922']
16433929	5	['Breeding of heterozygous animals failed to produce homozygous mutant live offspring or implanted embryos.']	(1073, 1178)	['GO:0007566', 'NCBITaxon:33208', 'UBERON:0000922']
16433929	6	['A nested PCR genotyping protocol was established, and homozygous preimplantation mutant embryos were detected at the morula but not at the blastocyts stage.']	(1179, 1335)	['GO:0007566', 'UBERON:0000922', 'UBERON:0000085', 'UBERON:0000358']
16433929	7	['Conclusion\n\nWe conclude that homozygous disruption of the Capn2 gene results in pre-implantation embryonic lethality between the morula and blastocyst stage.']	(1337, 1494)	['GO:0007566', 'PR:000005015', 'SO:0000704', 'UBERON:0000922', 'UBERON:0000085', 'UBERON:0000358']
16433929	8	['This establishes that μ-calpain and m-calpain have distinct functions, and that m-calpain is vital for development of the preimplantation murine embryo.']	(1495, 1647)	['GO:0009790', 'GO:0009790', 'GO:0007566', 'GO:0009790', 'NCBITaxon:39107', 'UBERON:0000922']
16433929	9	['Background\n\nThe two ubiquitous Ca2+-dependent, cysteine proteases known as μ-calpain (calpain-1) and m-calpain (capain-2), are the founding members of a gene family comprising 13 genes in mammals [1-3].']	(1649, 1851)	['CHEBI:29108', 'CHEBI:29108', 'NCBITaxon:40674', 'PR:000005015', 'PR:000005015', 'PR:000005015', 'SO:0000704', 'SO:0000704']
16433929	10	['Both are heterodimeric enzymes consisting of distinct 80 kDa catalytic subunits, encoded by the Capn1 (μ-80 k) and Capn2 (m-80 k) genes, respectively, that associate with a common 28 kDa regulatory subunit encoded by the Capn4 gene.']	(1852, 2084)	['GO:0065007', 'PR:000005009', 'PR:000005009', 'PR:000005009', 'PR:000005009', 'PR:000005009', 'PR:000005015', 'PR:000005015', 'PR:000005015', 'PR:000005015', 'PR:000005015', 'PR:000005022', 'SO:0000704', 'SO:0000704']
16433929	11	['The μ-80 k and m-80 k subunits share 62% amino acid sequence identity, and are very similar in terms of structure, protein chemistry, and in vitro substrate specificity.']	(2085, 2254)	['PR:000005009', 'PR:000005009', 'PR:000005009', 'PR:000005009', 'PR:000005015', 'PR:000005015', 'PR:000005015', 'PR:000005015', 'PR:000005009', 'PR:000005015']
16433929	12	['Despite these similarities, the differential expression patterns of μ- and m-calpain in mammalian tissues suggest they have some isoform specific and distinct functions.']	(2255, 2424)	['GO:0010467', 'NCBITaxon:40674', 'SO:0001060', 'UBERON:0000479']
