PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16700629	0	['Fgf9 and Wnt4 Act as Antagonistic Signals to Regulate Mammalian Sex Determination\n\nAbstract\n\nThe genes encoding members of the wingless-related MMTV integration site (WNT) and fibroblast growth factor (FGF) families coordinate growth, morphogenesis, and differentiation in many fields of cells during development.']	(0, 313)	['CL:0000057', 'GO:0065007', 'GO:0007530', 'GO:0007530', 'GO:0009653', 'NCBITaxon:40674', 'NCBITaxon:11757', 'PR:000007500', 'PR:000017444', 'PR:P09615', 'SO:0000704', 'SO:0000366', 'SO:0000366', 'UBERON:0000023', 'UBERON:0007688']
16700629	1	['In the mouse, Fgf9 and Wnt4 are expressed in gonads of both sexes prior to sex determination.']	(314, 407)	['GO:0010467', 'GO:0007530', 'GO:0007530', 'NCBITaxon:10088', 'PR:000007500', 'PR:000017444', 'UBERON:0000991']
16700629	2	['Loss of Fgf9 leads to XY sex reversal, whereas loss of Wnt4 results in partial testis development in XX gonads.']	(408, 519)	['GO:0008584', 'GO:0008584', 'PR:000007500', 'PR:000017444', 'UBERON:0000473', 'UBERON:0000991']
16700629	3	['However, the relationship between these signals and the male sex-determining gene, Sry, was unknown.']	(520, 620)	['GO:0030238', 'GO:0030238', 'GO:0030238', 'GO:0030238', 'PR:000015643', 'SO:0000704']
16700629	4	['We show through gain- and loss-of-function experiments that fibroblast growth factor 9 (FGF9) and WNT4 act as opposing signals to regulate sex determination.']	(621, 778)	['CL:0000057', 'GO:0065007', 'GO:0007530', 'GO:0007530', 'PR:000007500', 'PR:000007500', 'PR:000007500', 'PR:000007500', 'PR:000007500', 'PR:000017444']
16700629	5	['In the mouse XY gonad, Sry normally initiates a feed-forward loop between Sox9 and Fgf9, which up-regulates Fgf9 and represses Wnt4 to establish the testis pathway.']	(779, 943)	['NCBITaxon:10088', 'PR:000015643', 'PR:000015435', 'PR:000007500', 'PR:000007500', 'PR:000017444', 'UBERON:0000991', 'UBERON:0000473']
16700629	6	['Surprisingly, loss of Wnt4 in XX gonads is sufficient to up-regulate Fgf9 and Sox9 in the absence of Sry.']	(944, 1049)	['PR:000017444', 'PR:000007500', 'PR:000015435', 'PR:000015643', 'UBERON:0000991']
16700629	7	['These data suggest that the fate of the gonad is controlled by antagonism between Fgf9 and Wnt4.']	(1050, 1146)	['GO:0065007', 'PR:000007500', 'PR:000017444', 'UBERON:0000991']
16700629	8	['The role of the male sex-determining switch—Sry in the case of mammals—is to tip the balance between these underlying patterning signals.']	(1147, 1284)	['GO:0030238', 'GO:0030238', 'GO:0030238', 'GO:0030238', 'NCBITaxon:40674', 'PR:000015643']
16700629	9	['In principle, sex determination in other vertebrates may operate through any switch that introduces an imbalance between these two signaling pathways.']	(1285, 1435)	['GO:0007530', 'GO:0007530', 'NCBITaxon:7742']
16700629	10	['Introduction\n\nThe development of sexually dimorphic reproductive organs is a common feature among animal species.']	(1437, 1550)	['GO:0048513', 'GO:0048513', 'GO:0000003', 'GO:0048513', 'NCBITaxon:33208', 'NCBITaxon:species', 'UBERON:0003133', 'UBERON:0003133']
16700629	11	['The testis and ovary represent two divergent pathways of development from the bipotential embryonic gonad.']	(1551, 1657)	['UBERON:0000473', 'UBERON:0000992', 'UBERON:0000922', 'UBERON:0000991']
16700629	12	['The switch that initiates divergent development of the gonad is highly diverse among species; however, the underlying mechanisms that lead to the establishment of ovary or testis pathways are likely to be conserved.']	(1658, 1873)	['GO:0008406', 'GO:0008406', 'GO:0008406', 'NCBITaxon:species', 'UBERON:0000991', 'UBERON:0000992', 'UBERON:0000473']
16700629	13	['In all species, the embryonic gonad is made up of a mixed population of germ cells and somatic cells.']	(1874, 1975)	['CL:0000586', 'CL:0000586', 'CL:0002371', 'CL:0002371', 'NCBITaxon:species', 'UBERON:0000922', 'UBERON:0000991']
16700629	14	['This tissue is remarkable in that all of its cells are believed to be bipotential, and can differentiate into ovarian or testicular lineages [1,2].']	(1976, 2123)	['UBERON:0000479', 'UBERON:0000992', 'UBERON:0000473']
