PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16110338	0	['A Hybrid Photoreceptor Expressing Both Rod and Cone Genes in a Mouse Model of Enhanced S-Cone Syndrome\n\nAbstract\n\nRod and cone photoreceptors subserve vision under dim and bright light conditions, respectively.']	(0, 210)	['CL:0000210', 'CL:0000604', 'CL:0000573', 'CL:0000573', 'CL:0000604', 'CL:0000573', 'CL:0000604', 'CL:0000573', 'GO:0010467', 'GO:0007601', 'NCBITaxon:10088', 'SO:0000704']
16110338	1	['The differences in their function are thought to stem from their different gene expression patterns, morphologies, and synaptic connectivities.']	(211, 354)	['GO:0010467', 'GO:0010467', 'GO:0045202', 'SO:0000704']
16110338	2	['In this study, we have examined the photoreceptor cells of the retinal degeneration 7 (rd7) mutant mouse, a model for the human enhanced S-cone syndrome (ESCS).']	(355, 515)	['CL:0000210', 'CL:0000210', 'CL:0000573', 'NCBITaxon:10088', 'NCBITaxon:9606', 'UBERON:0000966']
16110338	3	['This mutant carries a spontaneous deletion in the mouse ortholog of NR2E3, an orphan nuclear receptor transcription factor mutated in ESCS.']	(516, 655)	['GO:0005634', 'NCBITaxon:10088', 'PR:000011403', 'SO:0000855', 'SO:0000910']
16110338	4	['Employing microarray and in situ hybridization analysis we have found that the rd7 retina contains a modestly increased number of S-opsin–expressing cells that ultrastructurally appear to be normal cones.']	(656, 860)	['CL:0000573', 'GO:0010467', 'GO:0097617', 'PR:000001195', 'PR:000001195', 'PR:000001195', 'UBERON:0000966']
16110338	5	['Strikingly, the majority of the photoreceptors in the rd7 retina represent a morphologically hybrid cell type that expresses both rod- and cone-specific genes.']	(861, 1020)	['CL:0000287', 'CL:0000604', 'CL:0000573', 'GO:0010467', 'SO:0000704', 'UBERON:0000966']
16110338	6	['In addition, in situ hybridization screening of genes shown to be up-regulated in the rd7 mutant retina by microarray identified ten new cone-specific or cone-enriched genes with a wide range of biochemical functions, including two genes specifically involved in glucose/glycogen metabolism.']	(1021, 1312)	['CHEBI:17234', 'CHEBI:24384', 'CL:0000573', 'CL:0000573', 'GO:0006006', 'GO:0005977', 'GO:0006006', 'GO:0005977', 'GO:0097617', 'SO:0000704', 'SO:0000704', 'SO:0000704', 'UBERON:0000966']
16110338	7	['We suggest that the abnormal electroretinograms, slow retinal degeneration, and retinal dysmorphology seen in humans with ESCS may, in part, be attributable to the aberrant function of a hybrid photoreceptor cell type similar to that identified in this study.']	(1313, 1572)	['CL:0000210', 'CL:0000210', 'NCBITaxon:9606', 'UBERON:0000966', 'UBERON:0000966']
16110338	8	['The functional diversity of the novel cone-specific genes identified here indicates molecular differences between rods and cones extending far beyond those previously discovered.']	(1573, 1751)	['CL:0000573', 'CL:0000604', 'CL:0000573', 'SO:0000704']
16110338	9	['Synopsis\n\n\n\nVision begins with light entering the eye.']	(1753, 1807)	['GO:0007601', 'UBERON:0000970']
16110338	10	['This light is projected onto the retina, a thin neural structure lining the inside of the eye.']	(1808, 1902)	['UBERON:0000966', 'UBERON:0000970']
16110338	11	['Photoreceptors, among the most important cell types in the retina, are the first to receive the incoming rays of light.']	(1903, 2022)	['CL:0000210', 'UBERON:0000966']
