PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
17244351	0	['Combining global genome and transcriptome approaches to identify the candidate genes of small-effect quantitative trait loci in collagen-induced arthritis\n\nAbstract\n\nQuantitative traits such as complex diseases are controlled by many small-effect genes that are difficult to identify.']	(0, 284)	['GO:0065007', 'SO:0001026', 'SO:0000704', 'SO:0000771', 'SO:0000771', 'SO:0000771', 'SO:0000704']
17244351	1	['Here we present a novel strategy to identify the candidate genes for small-effect quantitative trait loci (QTL) in collagen induced arthritis (CIA) using global genome and transcriptome approaches.']	(285, 482)	['SO:0000704', 'SO:0000771', 'SO:0000771', 'SO:0000771', 'SO:0000771', 'SO:0001026']
17244351	2	['First, we performed genome linkage analysis in F2 progeny of the CIA susceptible and resistant strains to search for small-effect QTL.']	(483, 617)	['SO:0001026', 'SO:0000771']
17244351	3	['Second, we detected gene expression patterns of both strains during CIA.']	(618, 690)	['GO:0010467', 'GO:0010467', 'SO:0000704']
17244351	4	['The candidate genes were identified using three criteria: they are located in a genomic region linked to CIA; they are disease-specific differentially expressed during CIA; and they are strain-specific differentially expressed regarding the two parental strains.']	(691, 953)	['GO:0010467', 'GO:0010467', 'SO:0000704', 'SO:0001026']
17244351	5	['Eight small-effect QTL controlling CIA severity were identified.']	(954, 1018)	['GO:0065007', 'SO:0000771']
17244351	6	['Of 22,000 screened genes, 117 were both strain-specific and disease-specific differentially expressed during CIA.']	(1019, 1132)	['GO:0010467', 'SO:0000704']
17244351	7	['Of these 117 genes, 21 were located inside the support intervals of the 8 small-effect QTL and thus were considered as candidate genes.']	(1133, 1268)	['SO:0000704', 'SO:0000771', 'SO:0000704']
17244351	8	['Introduction\n\nSusceptibility to most complex diseases is controlled by many genes, each having a small effect on the disease.']	(1270, 1395)	['GO:0065007', 'SO:0000704']
17244351	9	['One example is rheumatoid arthritis (RA), a common complex multifactorial autoimmune disease.']	(1396, 1489)	['UBERON:0002405']
17244351	10	['Several studies have been carried out to detect the genetic basis of RA, and more than 30 genomic regions have shown evidence of linkage to the disease.']	(1490, 1642)	['SO:0000704', 'SO:0001026']
17244351	11	['Most of these genomic regions did not reach a genome-wide significant threshold value of linkage, with P values between 0.05 and 0.001 [1-5].']	(1643, 1784)	['SO:0001026', 'SO:0001026']
17244351	12	['Thus, these loci only have a small effect on RA.']	(1785, 1833)	[]
17244351	13	['Small genetic contributions could also be seen from the susceptibility genes of RA identified so far, including HLA-DR4, PADI4, PTPN22 and FCRL3 [6-9].']	(1834, 1985)	['PR:000002021', 'PR:000002021', 'PR:000002021', 'PR:000012222', 'PR:000013457', 'PR:000007442', 'SO:0000704', 'SO:0000704']
17244351	14	['Except for HLA-DR4, which is strongly associated with RA, all the other susceptibility genes have only a small effect on the disease.']	(1986, 2119)	['PR:000002021', 'PR:000002021', 'PR:000002021', 'SO:0000704']
17244351	15	['In the mouse model of RA, small genetic contributions are also often observed.']	(2120, 2198)	['NCBITaxon:10088', 'SO:0000704']
17244351	16	['For example, in a previous study, we carried out a genome screen to identify the quantitative trait loci (QTL) in collagen-induced arthritis (CIA), which is a widely used animal model of RA.']	(2199, 2389)	['NCBITaxon:33208', 'SO:0001026', 'SO:0000771', 'SO:0000771', 'SO:0000771', 'SO:0000771']
17244351	17	['Only one QTL, Cia2, was identified for the phenotype of CIA severity, but this QTL contributes to only 16% of the phenotype variations for CIA susceptibility in F2 progeny [10].']	(2390, 2567)	['SO:0000771', 'SO:0000771']
17244351	18	['This suggests that there must be other susceptibility genes whose contributions were not big enough to reach the stringent significance threshold value of linkage analysis.']	(2568, 2740)	['SO:0000704']
17244351	19	['One aim of using animal models for complex diseases is to detect the genetic basis of these diseases.']	(2742, 2843)	['NCBITaxon:33208', 'SO:0000704']
17244351	20	['With controllable environmental factors as well as the known genetic background, animal models are powerful tools to search for susceptibility genes for complex diseases, and have been intensively employed for that purpose.']	(2844, 3067)	['NCBITaxon:33208', 'SO:0000704', 'SO:0000704']
17244351	21	['More than 27,000 QTL have been identified in the mouse genome since the first QTL was identified at the beginning of the 1990s [11].']	(3068, 3200)	['NCBITaxon:10088', 'SO:0000771', 'SO:0001026', 'SO:0000771']
17244351	22	['By 2005, approximately 20 quantitative trait genes (QTGs) in the mouse genome had been identified [12,13].']	(3201, 3307)	['NCBITaxon:10088', 'SO:0000704', 'SO:0001026']
17244351	23	['Interestingly, most QTGs identified in animal models have the causal polymorphisms in the protein-coding region [14], which provoke protein structure changes or protein deficiency.']	(3308, 3488)	['NCBITaxon:33208', 'SO:0000010', 'SO:0000010', 'SO:0000010']
17244351	24	['This suggests, on the one hand, that small-effect QTL are difficult to identify with traditional strategies and, on the other hand, that the polymorphisms regulating gene expression might only slightly affect the quantitative traits, and thus are more difficult to identify.']	(3489, 3763)	['GO:0065007', 'GO:0010467', 'GO:0010467', 'SO:0000771', 'SO:0000704']
17244351	25	['Microarray-based global gene expression is a powerful technique for investigating complex diseases.']	(3765, 3864)	['GO:0010467', 'GO:0010467', 'SO:0000704']
17244351	26	['During disease development, genes involved in the disease are likely to be differentially regulated.']	(3865, 3965)	['GO:0065007', 'SO:0000704']
17244351	27	['Therefore, signature genes of the diseases could be identified by detecting the expression patterns of the disease-related cells/tissues and their ideal controls.']	(3966, 4128)	['GO:0010467', 'SO:0000704', 'UBERON:0000479']
17244351	28	['In the past decade, many studies applied this technique to study both RA and its animal models [15-22].']	(4129, 4232)	['NCBITaxon:33208']
17244351	29	['Indeed, genes involved in arthritis show distinct expression patterns in certain tissues and pathological stages of the disease.']	(4233, 4361)	['GO:0010467', 'SO:0000704', 'UBERON:0000479']
17244351	30	['Genes involved in immunoinflammatory responses were differentially expressed in the blood cells in RA patients [18].']	(4362, 4478)	['CL:0000081', 'CL:0000081', 'GO:0002437', 'GO:0002437', 'GO:0010467', 'SO:0000704', 'UBERON:0000178']
17244351	31	['Chemokines and adhesion molecules were upregulated in the joint at the initiation phase of arthritis in animal models [21,22], while genes involved in cartilage destruction and bone erosion were differentially expressed at the late phase of arthritis in animal models of RA [15,16].']	(4479, 4761)	['CHEBI:36357', 'GO:0010467', 'NCBITaxon:33208', 'NCBITaxon:33208', 'SO:0000704', 'UBERON:0004905']
17244351	32	['Besides detecting genes involved in complex diseases, microarrays could also be used to detect the genetic polymorphisms regulating gene expression because differential expressions between two strains might be the result of a polymorphism located in regulatory elements.']	(4762, 5032)	['GO:0065007', 'GO:0010467', 'GO:0010467', 'GO:0010467', 'GO:0065007', 'SO:0000704', 'SO:0000704', 'SO:0000704', 'SO:0005836', 'SO:0005836']
17244351	33	['To identify the small-effect QTL of CIA as well as the potential candidate genes inside them, we investigated CIA genetically susceptible and resistant strains at both the genome and transcriptome levels.']	(5034, 5238)	['SO:0000771', 'SO:0000704', 'SO:0000704', 'SO:0001026']
17244351	34	['At the genome level, F2 progeny of the CIA susceptible (DBA/1) and resistant (FVB/N) strains were generated and a genome-wide linkage analysis was performed to identify small-effect QTL.']	(5239, 5425)	['SO:0001026', 'SO:0001026', 'SO:0000771']
17244351	35	['At the transcriptome level, we detected the gene expression patterns of both the DBA/1 and FVB/N strains at four different phases of CIA.']	(5426, 5563)	['GO:0010467', 'GO:0010467', 'SO:0000704']
17244351	36	['The potential candidate genes were identified based on three criteria: they are located within the genomic region linked to CIA; they are disease-specific differentially expressed during CIA; and they are strain-specific differentially expressed between the two parental strains during CIA.']	(5564, 5854)	['GO:0010467', 'GO:0010467', 'SO:0000704', 'SO:0001026']
17244351	37	['Materials and methods\n\nAnimals, immunisation and assessment of arthritis\n\nBoth DBA/1 and FVB/N mice used in this study were obtained from the Jackson Laboratory and kept in a climate-controlled environment with 12 hour light/dark cycles in the animal facility at the University of Rostock.']	(5856, 6145)	['NCBITaxon:33208', 'NCBITaxon:10088', 'NCBITaxon:33208']
17244351	38	['All animal experiments were pre-approved by the State Animal Care Committee.']	(6146, 6222)	['NCBITaxon:33208', 'NCBITaxon:33208']
17244351	39	['CIA was induced in control and experimental animals according to established protocols described previously [10].']	(6223, 6336)	['NCBITaxon:33208']
