PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16255782	0	['CEBPG transcription factor correlates with antioxidant and DNA repair genes in normal bronchial epithelial cells but not in individuals with bronchogenic carcinoma\n\nAbstract\n\nBackground\n\nCigarette smoking is the primary cause of bronchogenic carcinoma (BC), yet only 10–15% of heavy smokers develop BC and it is likely that this variation in risk is, in part, genetically determined.']	(0, 383)	['CL:0002328', 'CL:0002328', 'CL:0002328', 'GO:0006281', 'GO:0006281', 'NCBITaxon:1', 'PR:000005311', 'SO:0000704', 'SO:0000704', 'UBERON:0002031', 'UBERON:0002031']
16255782	1	['We previously reported a set of antioxidant genes for which transcript abundance was lower in normal bronchial epithelial cells (NBEC) of BC individuals compared to non-BC individuals.']	(384, 568)	['CL:0002328', 'CL:0002328', 'CL:0002328', 'NCBITaxon:1', 'NCBITaxon:1', 'SO:0000704', 'SO:0000673', 'UBERON:0002031', 'UBERON:0002031']
16255782	2	['In unpublished studies of the same NBEC samples, transcript abundance values for several DNA repair genes were correlated with these antioxidant genes.']	(569, 720)	['GO:0006281', 'GO:0006281', 'SO:0000673', 'SO:0000704', 'SO:0000704']
16255782	3	['From these data, we hypothesized that antioxidant and DNA repair genes are co-regulated by one or more transcription factors and that inter-individual variation in expression and/or function of one or more of these transcription factors is responsible for inter-individual variation in risk for BC.']	(721, 1019)	['GO:0006281', 'GO:0006281', 'GO:0065007', 'GO:0010467', 'NCBITaxon:1', 'NCBITaxon:1', 'SO:0000704']
16255782	4	['Methods\n\nThe putative transcription factor recognition sites common to six of the antioxidant genes were identified through in silico DNA sequence analysis.']	(1021, 1177)	['SO:0000235', 'SO:0000235', 'SO:0000235', 'SO:0000235', 'SO:0000704']
16255782	5	['The transcript abundance values of these transcription factors (n = 6) and an expanded group of antioxidant and DNA repair genes (n = 16) were measured simultaneously by quantitative PCR in NBEC of 24 non-BC and 25 BC individuals.']	(1178, 1408)	['GO:0006281', 'GO:0006281', 'NCBITaxon:1', 'SO:0000673', 'SO:0000704']
16255782	6	['Results\n\nCEBPG transcription factor was significantly (p < 0.01) correlated with eight of the antioxidant or DNA repair genes in non-BC individuals but not in BC individuals.']	(1410, 1584)	['GO:0006281', 'GO:0006281', 'NCBITaxon:1', 'NCBITaxon:1', 'PR:000005311', 'SO:0000704']
16255782	7	['In BC individuals the correlation with CEBPG was significantly (p < 0.01) lower than that of non-BC individuals for four of the genes (XRCC1, ERCC5, GSTP1, and SOD1) and the difference was nearly significant for GPX1.']	(1585, 1802)	['NCBITaxon:1', 'NCBITaxon:1', 'PR:000005311', 'PR:000017504', 'PR:000007167', 'PR:000029950', 'PR:000015399', 'PR:000008210', 'SO:0000704']
16255782	8	['The only other transcription factor correlated with any of these five target genes in non-BC individuals was E2F1.']	(1803, 1917)	['NCBITaxon:1', 'PR:000006852', 'SO:0000704']
16255782	9	['E2F1 was correlated with GSTP1 among non-BC individuals, but in contrast to CEBPG, there was no significant difference in this correlation in non-BC individuals compared to BC individuals.']	(1918, 2106)	['NCBITaxon:1', 'NCBITaxon:1', 'NCBITaxon:1', 'PR:000006852', 'PR:000029950', 'PR:000005311']
16255782	10	['Conclusion\n\nWe conclude that CEBPG is the transcription factor primarily responsible for regulating transcription of key antioxidant and DNA repair genes in non-BC individuals.']	(2108, 2284)	['GO:0065007', 'GO:0006281', 'GO:0006281', 'NCBITaxon:1', 'PR:000005311', 'SO:0000704']
16255782	11	['Further, we conclude that the heavy smokers selected for development of BC are those who have sub-optimal regulation of antioxidant and DNA repair genes by CEBPG.']	(2285, 2447)	['GO:0065007', 'GO:0006281', 'GO:0006281', 'PR:000005311', 'SO:0000704']
16255782	12	['Background\n\nBC is currently the leading cause of cancer-related death in the United States, causing 28% of all cancer deaths [1].']	(2449, 2578)	['GO:0016265', 'GO:0016265']
16255782	13	['Although cigarette smoking is the primary risk factor, only 10–15% of heavy smokers (greater than 20 pack years) develop BC [1-3].']	(2579, 2709)	[]
16255782	14	['Antioxidant and DNA repair enzymes that provide protection from the effects of cigarette smoke are expressed in the progenitor cells for BC, normal bronchial epithelial cells (NBEC) [1].']	(2710, 2896)	['CL:0002328', 'CL:0002328', 'CL:0002328', 'GO:0006281', 'GO:0006281', 'GO:0010467', 'UBERON:0002031', 'UBERON:0002031']
16255782	15	['Inherited inter-individual variation in the function of these genes plays a role in determining risk for BC [4-6].']	(2897, 3011)	['NCBITaxon:1', 'SO:0000704']
