PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16462940	0	['Genetic and Genomic Analysis of a Fat Mass Trait with Complex Inheritance Reveals Marked Sex Specificity\n\nAbstract\n\nThe integration of expression profiling with linkage analysis has increasingly been used to identify genes underlying complex phenotypes.']	(0, 253)	['GO:0010467', 'SO:0000704', 'SO:0001026', 'SO:0000704']
16462940	1	['The effects of gender on the regulation of many physiological traits are well documented; however, “genetical genomic” analyses have not yet addressed the degree to which their conclusions are affected by sex.']	(254, 463)	['GO:0065007', 'SO:0000704', 'SO:0001026']
16462940	2	['We constructed and densely genotyped a large F2 intercross derived from the inbred mouse strains C57BL/6J and C3H/HeJ on an apolipoprotein E null (ApoE−/−) background.']	(464, 631)	['CHEBI:39015', 'NCBITaxon:10088', 'PR:000004155', 'PR:000004155', 'PR:000004155']
16462940	3	['This BXH.ApoE−/− population recapitulates several “metabolic syndrome” phenotypes.']	(632, 714)	['GO:0008152', 'PR:000004155']
16462940	4	['The cross consists of 334 animals of both sexes, allowing us to specifically test for the dependence of linkage on sex.']	(715, 834)	['NCBITaxon:33208']
16462940	5	['We detected several thousand liver gene expression quantitative trait loci, a significant proportion of which are sex-biased.']	(835, 960)	['GO:0010467', 'GO:0010467', 'SO:0000704', 'SO:0000771', 'SO:0000771', 'SO:0000771', 'UBERON:0002107']
16462940	6	['We used these analyses to dissect the genetics of gonadal fat mass, a complex trait with sex-specific regulation.']	(961, 1074)	['GO:0065007', 'UBERON:0000991']
16462940	7	['We present evidence for a remarkably high degree of sex-dependence on both the cis and trans regulation of gene expression.']	(1075, 1198)	['GO:0010468', 'GO:0010468', 'GO:0010468', 'GO:0010468', 'SO:0000704']
16462940	8	['We demonstrate how these analyses can be applied to the study of the genetics underlying gonadal fat mass, a complex trait showing significantly female-biased heritability.']	(1199, 1371)	['UBERON:0000991']
16462940	9	['These data have implications on the potential effects of sex on the genetic regulation of other complex traits.']	(1372, 1483)	['GO:0065007', 'SO:0000704']
16462940	10	['Synopsis\n\nAlthough their genomes are nearly identical, the males and females of a species exhibit striking differences in many traits, including complex traits such as obesity.']	(1485, 1661)	['NCBITaxon:species', 'SO:0001026']
16462940	11	['This study combines genetic and genomic tools to identify in parallel quantitative trait loci (QTLs) for a measure of gonadal fat mass and for expression of transcripts in the liver.']	(1662, 1844)	['GO:0010467', 'SO:0000704', 'SO:0001026', 'SO:0000771', 'SO:0000771', 'SO:0000771', 'SO:0000771', 'SO:0000673', 'UBERON:0000991', 'UBERON:0002107']
16462940	12	['The results are used to explore the relationship between genetic variation, sexual differentiation, and obesity in the mouse model.']	(1845, 1976)	['GO:0007548', 'GO:0007548', 'NCBITaxon:10088', 'SO:0000704']
16462940	13	['Using over 300 intercross progeny of two inbred mouse strains, five loci in the genome were found to be highly correlated with abdominal fat mass.']	(1977, 2123)	['NCBITaxon:10088', 'SO:0001026', 'UBERON:0007808', 'UBERON:0007808']
16462940	14	['Four of the five loci exhibited opposite effects on obesity in the two sexes, a phenomenon known as sexual antagonism.']	(2124, 2242)	[]
16462940	15	['To identify candidate genes that may be involved in obesity through their expression in the liver, global gene expression analysis was employed using microarrays.']	(2243, 2405)	['GO:0010467', 'GO:0010467', 'GO:0010467', 'SO:0000704', 'SO:0000704', 'UBERON:0002107']
16462940	16	['Many of these expression QTLs also show sex-specific effects on transcription.']	(2406, 2484)	['GO:0010467', 'SO:0000771']
