#document-id	substitutions	insertions	deletions	matches	ref-count	prediction-count	SER	precision	recall	F1-score
11319941	1.5564	115	0	75.4436	77	192	1.5137	0.3929	0.9798	0.5609
11604102	9.2625	149	12	99.7375	121	258	1.4071	0.3866	0.8243	0.5263
14624252	5.6079	179	3	101.3921	110	286	1.7055	0.3545	0.9217	0.5121
14675480	9.8613	105	0	60.1387	70	175	1.6409	0.3436	0.8591	0.4909
14691534	19.3090	409	8	110.6910	138	539	3.1617	0.2054	0.8021	0.3270
15018652	4.3090	71	2	67.6910	74	143	1.0447	0.4734	0.9147	0.6239
15070402	9.2348	315	6	84.7652	100	409	3.3023	0.2072	0.8477	0.3331
15238161	0.8087	319	0	17.1913	18	337	17.7671	0.0510	0.9551	0.0969
15328538	2.0000	167	12	41.0000	55	210	3.2909	0.1952	0.7455	0.3094
15560850	1.4581	115	0	35.5419	37	152	3.1475	0.2338	0.9606	0.3761
15615595	0.0000	127	0	29.0000	29	156	4.3793	0.1859	1.0000	0.3135
15619330	1.3648	175	4	25.6352	31	202	5.8182	0.1269	0.8269	0.2200
15784609	11.7184	146	2	136.2816	150	294	1.0648	0.4635	0.9085	0.6139
15850489	6.5137	226	36	106.4863	149	339	1.8021	0.3141	0.7147	0.4364
15882093	12.2325	347	0	106.7675	119	466	3.0188	0.2291	0.8972	0.3650
16026622	2.4444	213	9	146.5556	158	362	1.4205	0.4048	0.9276	0.5637
16027110	21.2213	320	7	125.7787	154	467	2.2612	0.2693	0.8167	0.4051
16410827	15.5356	310	15	146.4644	177	472	1.9239	0.3103	0.8275	0.4514
16517939	18.1272	300	29	220.8728	268	539	1.2953	0.4098	0.8242	0.5474
16611361	34.6982	110	34	128.3018	197	273	0.9071	0.4700	0.6513	0.5460
16787536	15.6925	213	5	123.3075	144	352	1.6229	0.3503	0.8563	0.4972
16800892	52.4696	450	45	361.5304	459	864	1.1927	0.4184	0.7876	0.5465
16968134	3.1936	256	4	57.8064	65	317	4.0491	0.1824	0.8893	0.3027
17029558	5.9815	455	3	59.0185	68	520	6.8233	0.1135	0.8679	0.2007
17201918	5.0013	397	3	30.9987	39	433	10.3846	0.0716	0.7948	0.1314
17206865	13.1245	259	2	140.8755	156	413	1.7572	0.3411	0.9030	0.4952
17465682	2.8789	314	0	58.1211	61	375	5.1947	0.1550	0.9528	0.2666
17503968	1.0000	263	0	3.0000	4	267	66.0000	0.0112	0.7500	0.0221
17565376	4.8888	347	1	33.1112	39	385	9.0484	0.0860	0.8490	0.1562
17677002	16.0744	267	5	157.9256	179	441	1.6094	0.3581	0.8823	0.5094
TOTAL	307.5690	7439	247	2891.4310	3446	10638	2.3197	0.2718	0.8391	0.4106
