PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16628246	0	['Loss of Atrx Affects Trophoblast Development and the Pattern of X-Inactivation in Extraembryonic Tissues\n\nAbstract\n\nATRX is an X-encoded member of the SNF2 family of ATPase/helicase proteins thought to regulate gene expression by modifying chromatin at target loci.']	(0, 265)	['CHEBI_PR_EXT:protein', 'GO:0009048', 'GO:0009048', 'GO:0009048', 'GO:0065007', 'GO:0010467', 'GO:0010467', 'GO:0000805', 'GO:0000805', 'GO:0000785', 'GO_EXT:0016887', 'GO_EXT:0004386', 'PR_EXT:000004503', 'PR_EXT:000004503', 'PR_EXT:P22082', 'CHEBI_PR_EXT:protein', 'SO_EXT:sequence_coding_function', 'SO_EXT:0000704', 'UBERON:0000088', 'UBERON:0005292', 'UBERON:0005292']
16628246	1	['Mutations in ATRX provided the first example of a human genetic disease associated with defects in such proteins.']	(266, 379)	['CHEBI_PR_EXT:protein', 'NCBITaxon:9606', 'PR_EXT:000004503', 'CHEBI_PR_EXT:protein', 'SO_EXT:sequence_alteration_entity_or_process', 'SO_EXT:0000704']
16628246	2	['To better understand the role of ATRX in development and the associated abnormalities in the ATR-X (alpha thalassemia mental retardation, X-linked) syndrome, we conditionally inactivated the homolog in mice, Atrx, at the 8- to 16-cell stage of development.']	(380, 636)	['CL_GO_EXT:cell', 'GO:0000805', 'GO:0000805', 'CL_GO_EXT:cell', 'NCBITaxon:10088', 'PR_EXT:000004503', 'PR_EXT:000004503', 'SO_EXT:0000853']
16628246	3	['The protein, Atrx, was ubiquitously expressed, and male embryos null for Atrx implanted and gastrulated normally but did not survive beyond 9.5 days postcoitus due to a defect in formation of the extraembryonic trophoblast, one of the first terminally differentiated lineages in the developing embryo.']	(637, 938)	['CHEBI_PR_EXT:protein', 'GO:0010467', 'GO:0007566', 'GO:0007369', 'GO:0007620', 'GO_PATO_RO_EXT:developmental_differentiation_process_or_quality', 'CHEBI_PR_EXT:protein', 'PR_EXT:000004503', 'PR_EXT:000004503', 'SO_EXT:sequence_nullness', 'PATO_UBERON_EXT:male_or_bearer_of_maleness', 'UBERON:0000922', 'UBERON:0000922', 'UBERON:0000088', 'UBERON:0000922']
16628246	4	['Carrier female mice that inherit a maternal null allele should be affected, since the paternal X chromosome is normally inactivated in extraembryonic tissues.']	(939, 1097)	['GO:0000805', 'GO:0000805', 'NCBITaxon:10088', 'SO_EXT:sequence_nullness', 'SO_EXT:0001023', 'GO_SO_EXT:chromosome', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness', 'UBERON:0005292', 'UBERON:0005292']
16628246	5	['Surprisingly, however, some carrier females established a normal placenta and appeared to escape the usual pattern of imprinted X-inactivation in these tissues.']	(1098, 1258)	['GO:0060819', 'GO:0060819', 'GO:0060819', 'GO:0060819', 'GO:0000805', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness', 'UBERON:0001987', 'UBERON:0000479']
16628246	6	['Together these findings demonstrate an unexpected, specific, and essential role for Atrx in the development of the murine trophoblast and present an example of escape from imprinted X chromosome inactivation.']	(1259, 1467)	['GO:0060819', 'GO:0060819', 'GO:0060819', 'GO:0060819', 'GO:0000805', 'GO:0000805', 'NCBITaxon:39107', 'PR_EXT:000004503', 'GO_SO_EXT:chromosome', 'UBERON:0000088']
16628246	7	['Synopsis\n\nATRX belongs to a class of proteins that may modify how DNA is packaged into chromatin, altering the accessibility of other proteins in the nucleus to DNA.']	(1469, 1634)	['CHEBI_PR_EXT:protein', 'CHEBI_SO_EXT:DNA', 'CHEBI_PR_EXT:protein', 'CHEBI_SO_EXT:DNA', 'GO:0000785', 'GO:0005634', 'PR_EXT:000004503', 'CHEBI_PR_EXT:protein', 'CHEBI_PR_EXT:protein', 'CHEBI_SO_EXT:DNA', 'CHEBI_SO_EXT:DNA']
16628246	8	['In this way, ATRX is thought to influence gene expression.']	(1635, 1693)	['GO:0010467', 'GO:0010467', 'PR_EXT:000004503', 'SO_EXT:0000704']
16628246	9	['Mutations in the ATRX gene, which is located on the female sex chromosome (X), provided the first example of a human disease (ATR-X syndrome) associated with defects in such proteins.']	(1694, 1877)	['CHEBI_PR_EXT:protein', 'GO:0000803', 'GO:0000803', 'GO:0000805', 'GO:0000805', 'NCBITaxon:9606', 'PR_EXT:000004503', 'CHEBI_PR_EXT:protein', 'SO_EXT:sequence_alteration_entity_or_process', 'SO_EXT:0000704', 'GO_SO_EXT:chromosome', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
