PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16507151	0	['Identification of collagen-induced arthritis loci in aged multiparous female mice\n\nAbstract\n\nCollagen-induced arthritis in mice is one of the most commonly used autoimmune experimental models, with many similarities to rheumatoid arthritis.']	(0, 240)	['CHEBI_PR_EXT:collagen', 'CHEBI_PR_EXT:collagen', 'GO_PATO_EXT:aging_or_agedness', 'NCBITaxon:10088', 'NCBITaxon:10088', 'CHEBI_PR_EXT:collagen', 'CHEBI_PR_EXT:collagen', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness', 'UBERON:0002405']
16507151	1	['Since collagen-induced arthritis is a complex polygenic disease there is a need for identification of several major disease-controlling genes.']	(241, 383)	['CHEBI_PR_EXT:collagen', 'GO:0065007', 'CHEBI_PR_EXT:collagen', 'SO_EXT:0000704', 'SO_EXT:0000704']
16507151	2	['Because rheumatoid arthritis particularly affects aged women, we have in the present study identified new genetic regions critical for collagen-induced arthritis by studying aged female mice of a cross between NFR/N and B10.Q (H-2q haplotype).']	(384, 627)	['CHEBI_PR_EXT:collagen', 'GO_PATO_EXT:aging_or_agedness', 'GO_PATO_EXT:aging_or_agedness', 'NCBITaxon_UBERON_EXT:woman', 'NCBITaxon:10088', 'CHEBI_PR_EXT:collagen', 'SO_EXT:0000704', 'SO_EXT:0001024', 'NCBITaxon_UBERON_EXT:woman', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	3	['The mice in the present study had different reproductive histories, which did not significantly affect the onset, incidence or severity of the disease.']	(628, 779)	['GO:0000003', 'NCBITaxon:10088']
16507151	4	['A total of 200 female mice were used in a total genome-wide screening with 125 microsatellite markers.']	(780, 882)	['CHEBI_SO_EXT:molecular_indicator_or_label_or_marker_or_tag', 'NCBITaxon:10088', 'SO_EXT:0001026', 'SO_EXT:microsatellite_unit_or_region', 'CHEBI_SO_EXT:molecular_indicator_or_label_or_marker_or_tag', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	5	['We found one new significant quantitative trait locus affecting the arthritis incidence, severity and day of onset on chromosome 11 (denoted Cia40), which colocalizes with a locus controlling pregnancy failure.']	(883, 1093)	['GO_PATO_EXT:biological_localization_process_or_quality', 'GO:0065007', 'GO:0007565', 'GO_SO_EXT:chromosome', 'SO_EXT:0000771', 'SO_EXT:0000771', 'SO_EXT:0000771', 'GO_SO_EXT:chromosome']
16507151	6	['Furthermore, a quantitative trait locus of suggestive significance associated with the incidence, severity and day of onset was identified on chromosome 1.']	(1094, 1249)	['GO_SO_EXT:chromosome', 'SO_EXT:0000771', 'SO_EXT:0000771', 'SO_EXT:0000771', 'GO_SO_EXT:chromosome']
16507151	7	['Finally, a suggestively significant quantitative trait locus associated with collagen type II antibody titers was identified on chromosome 13.']	(1250, 1392)	['CHEBI_PR_EXT:collagen', 'GO:0042571', 'GO_SO_EXT:chromosome', 'PR_EXT:000003266', 'PR_EXT:000003266', 'PR_EXT:000003266', 'SO_EXT:0000771', 'SO_EXT:0000771', 'SO_EXT:0000771', 'GO_SO_EXT:chromosome']
16507151	8	['This study indicates that several gene loci control arthritis in aged multiparous females, and that at least one of these loci coincides with pregnancy failure.']	(1393, 1553)	['GO:0065007', 'GO_PATO_EXT:aging_or_agedness', 'GO:0007565', 'SO_EXT:0000704', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	9	['Introduction\n\nThe similarities between rheumatoid arthritis (RA) in man and collagen-induced arthritis (CIA) in mice are well established, although differences in the disease pattern exist [1-3].']	(1555, 1750)	['CHEBI_PR_EXT:collagen', 'NCBITaxon:9606', 'NCBITaxon:10088', 'CHEBI_PR_EXT:collagen']
16507151	10	['Characteristic of RA is the fact that women of reproductive age are more susceptible to the disease than men [4].']	(1751, 1864)	['GO:0000003', 'NCBITaxon_UBERON_EXT:woman', 'NCBITaxon_UBERON_EXT:man', 'NCBITaxon_UBERON_EXT:woman', 'NCBITaxon_UBERON_EXT:man']
16507151	11	['It has also been reported that 75% of female patients (23 out of 31 females) with RA exhibit clinical remission during the course of pregnancy [5].']	(1865, 2012)	['GO:0007565', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	12	['On the other hand, it has been suggested that the onset of RA is postponed by parity.']	(2013, 2098)	[]
16507151	13	['The risk of onset is reduced during pregnancy, while in the first year postpartum the chance of onset is increased [6,7].']	(2099, 2220)	['GO:0007565', 'GO:0007567']
16507151	14	['The results of a recent study of RA in women, however, indicate that pregnancy history does not increase the incidence of the disease later in life [8].']	(2221, 2373)	['GO:0007565', 'NCBITaxon_UBERON_EXT:woman', 'NCBITaxon_UBERON_EXT:woman', 'UBERON:0000104']
16507151	15	['Adequate animal models are useful tools for the identification of genes involved in complex human diseases.']	(2375, 2482)	['NCBITaxon:33208', 'NCBITaxon:9606', 'SO_EXT:0000704']
16507151	16	['CIA in mice shares both immunological and pathological characteristics with human RA and is one of the most used models for the identification of genes and mechanisms involved in arthritis.']	(2483, 2672)	['NCBITaxon:10088', 'NCBITaxon:9606', 'SO_EXT:0000704']
16507151	17	['The incidence of CIA is sex dependent, like the incidence in RA, although different species and different variants of the disease could lead to both male and female predominance.']	(2673, 2851)	['PATO_UBERON_EXT:male_or_bearer_of_maleness', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	18	['Male mice are more often affected than females.']	(2852, 2899)	['NCBITaxon:10088', 'PATO_UBERON_EXT:male_or_bearer_of_maleness', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	19	['Gender differences in CIA susceptibility are dependent on many factors, including genetic, hormonal and behavioral influences [9].']	(2900, 3030)	['CHEBI_GO_EXT:hormone', 'GO_PATO_EXT:biological_behavior', 'CHEBI_GO_EXT:hormone', 'SO_EXT:0000704']
16507151	20	['However, isolated factors are remarkably consistent between RA and the different animal models [3,9].']	(3031, 3132)	['NCBITaxon:33208']
16507151	21	['Pregnancy in mice, like pregnancy in women, normally causes remission of arthritis [5,10], while exacerbation often occurs postpartum [7,10,11].']	(3133, 3277)	['GO:0007565', 'GO:0007565', 'GO:0007567', 'NCBITaxon:10088', 'NCBITaxon_UBERON_EXT:woman', 'NCBITaxon_UBERON_EXT:woman']
16507151	22	['Pregnancy-induced remission of CIA in mice appears to be caused by the increase in estrogen levels, while the postpartum exacerbation can be explained by the dramatic drop in estrogen [10], possibly together with increased prolactin levels [11].']	(3278, 3523)	['CHEBI_EXT:50114', 'CHEBI_EXT:50114', 'CHEBI_PR_EXT:prolactin', 'GO:0007565', 'GO:0007567', 'NCBITaxon:10088', 'CHEBI_PR_EXT:prolactin']
16507151	23	['To what extent the pregnancy history (parity) affects the incidence of CIA later in life has, to our knowledge, not previously been studied.']	(3524, 3664)	['GO:0007565', 'UBERON:0000104']
16507151	24	['Importantly, RA occurs predominantly in women, many of which have had several children, and it is therefore appropriate to also mimic this situation using animal models.']	(3665, 3834)	['NCBITaxon_UBERON_EXT:woman', 'NCBITaxon_UBERON_EXT:child', 'NCBITaxon:33208', 'NCBITaxon_UBERON_EXT:woman', 'NCBITaxon_UBERON_EXT:child']
16507151	25	['In the present paper we have analyzed female mice that previously had undergone a reproductive study (Liljander M, Sällström MA, Andersson S, Wernhoff P, Andersson Å, Holmdahl R, Mattsson R, unpublished data).']	(3836, 4045)	['GO:0000003', 'NCBITaxon:10088', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	26	['A total of 200 female mice (ten months of age) of the N2 backcross between NFR/N and C57BL/B10.Q (B10.Q) were used to analyze the genetic control of CIA in aged females with a multiparous history.']	(4046, 4242)	['GO:0065007', 'GO_PATO_EXT:aging_or_agedness', 'NCBITaxon:10088', 'SO_EXT:0000704', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness', 'PATO_UBERON_EXT:female_or_bearer_of_femaleness']
16507151	27	['Materials and methods\n\nMice\n\nInbred NFR/N mice were originally obtained from the National Institute of Health (Bethesda, MD, USA) and the B10.Q mice were originally bought from The Jackson Laboratory (Bar Harbor, ME, USA).']	(4244, 4466)	['NCBITaxon:10088', 'NCBITaxon:10088', 'NCBITaxon:10088']
