PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
16109169	0	["Inactivation of the Huntington's disease gene (Hdh) impairs anterior streak formation and early patterning of the mouse embryo\n\nAbstract\n\nBackground\n\nHuntingtin, the HD gene encoded protein mutated by polyglutamine expansion in Huntington's disease, is required in extraembryonic tissues for proper gastrulation, implicating its activities in nutrition or patterning of the developing embryo."]	(0, 392)	['CHEBI_PR_EXT:protein', 'CHEBI_SO_EXT:glutamine', 'GO:0090009', 'GO:0090009', 'GO_PATO_EXT:biological_patterning_process_or_quality', 'GO:0007369', 'GO_PATO_EXT:biological_patterning_process_or_quality', 'NCBITaxon:10088', 'PR_EXT:000008840', 'PR_EXT:000008840', 'PR_EXT:000008840', 'CHEBI_PR_EXT:protein', 'SO_EXT:0000704', 'SO_EXT:0000704', 'SO_EXT:sequence_coding_function', 'SO_EXT:sequence_alteration_process', 'CHEBI_SO_EXT:glutamine', 'UBERON:0004341', 'UBERON:0000922', 'UBERON:0005292', 'UBERON:0005292', 'UBERON:0000922']
16109169	1	['To test these possibilities, we have used whole mount in situ hybridization to examine embryonic patterning and morphogenesis in homozygous Hdhex4/5 huntingtin deficient embryos.']	(393, 571)	['GO:0048598', 'GO_PATO_EXT:biological_patterning_process_or_quality', 'GO:0048598', 'GO:0097617', 'PR_EXT:000008840', 'PR_EXT:000008840', 'UBERON:0000922', 'UBERON:0000922']
16109169	2	['Results\n\nIn the absence of huntingtin, expression of nutritive genes appears normal but E7.0–7.5 embryos exhibit a unique combination of patterning defects.']	(573, 729)	['GO:0010467', 'GO_PATO_EXT:biological_patterning_process_or_quality', 'PR_EXT:000008840', 'SO_EXT:0000704', 'UBERON:0000922']
16109169	3	['Notable are a shortened primitive streak, absence of a proper node and diminished production of anterior streak derivatives.']	(730, 854)	['UBERON:0004341', 'UBERON:0004341', 'UBERON:0003062', 'UBERON:0004341']
16109169	4	['Reduced Wnt3a, Tbx6 and Dll1 expression signify decreased paraxial mesoderm and reduced Otx2 expression and lack of headfolds denote a failure of head development.']	(855, 1018)	['GO:0010467', 'GO:0010467', 'GO:0060322', 'GO:0060322', 'PR_EXT:000017443', 'PR_EXT:000016154', 'PR_EXT:000006523', 'PR_EXT:000012086', 'UBERON:0003077', 'UBERON:0003077', 'UBERON:0009746', 'UBERON:0000033']
16109169	5	['In addition, genes initially broadly expressed are not properly restricted to the posterior, as evidenced by the ectopic expression of Nodal, Fgf8 and Gsc in the epiblast and T (Brachyury) and Evx1 in proximal mesoderm derivatives.']	(1019, 1250)	['GO:0010467', 'GO:0010467', 'PR_EXT:000000105', 'PR_EXT:000007499', 'PR_EXT:000008278', 'PR_EXT:000016001', 'PR_EXT:000016001', 'PR_EXT:000007241', 'SO_EXT:0000704', 'UBERON:0002532', 'UBERON:0004120', 'UBERON:0004120']
16109169	6	['Despite impaired posterior restriction and anterior streak deficits, overall anterior/posterior polarity is established.']	(1251, 1371)	['UBERON:0004341']
16109169	7	['A single primitive streak forms and marker expression shows that the anterior epiblast and anterior visceral endoderm (AVE) are specified.']	(1372, 1510)	['CHEBI_SO_EXT:molecular_indicator_or_label_or_marker_or_tag', 'GO:0010467', 'CHEBI_SO_EXT:molecular_indicator_or_label_or_marker_or_tag', 'UBERON:0004341', 'UBERON:0004341', 'UBERON:0002532', 'UBERON:0004044', 'UBERON:0004044', 'UBERON:0004044', 'UBERON:0004044']
16109169	8	['Conclusion\n\nHuntingtin is essential in the early patterning of the embryo for formation of the anterior region of the primitive streak, and for down-regulation of a subset of dynamic growth and transcription factor genes.']	(1512, 1733)	['GO_PATO_EXT:biological_patterning_process_or_quality', 'GO_EXT:negative_regulation', 'GO_EXT:negative_regulation', 'GO_EXT:negative_regulation', 'GO_EXT:biological_growth_entity_or_process', 'GO_EXT:transcription', 'GO_EXT:0008083', 'GO_EXT:transcription_factor', 'GO_EXT:transcription_factor', 'GO_EXT:0008083', 'PR_EXT:000008840', 'SO_EXT:0000704', 'UBERON:0000922', 'UBERON:0004341', 'UBERON:0004341']
16109169	9	['These findings provide fundamental starting points for identifying the novel cellular and molecular activities of huntingtin in the extraembryonic tissues that govern normal anterior streak development.']	(1734, 1936)	['CHEBI_EXT:polyatomic_entity_or_group', 'CL_GO_EXT:cell', 'GO:0065007', 'GO:0090009', 'GO:0090009', 'CL_GO_EXT:cell', 'PR_EXT:000008840', 'UBERON:0005292', 'UBERON:0005292', 'UBERON:0004341']
