PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
15314659	0	['Spontaneous Autoimmunity in 129 and C57BL/6 Mice—Implications for Autoimmunity Described in Gene-Targeted Mice\n\nAbstract\n\nSystemic lupus erythematosus (SLE) is a multisystem autoimmune disorder in which complex genetic factors play an important role.']	(0, 250)	['NCBITaxon:10088', 'NCBITaxon:10088', 'SO_EXT:0000704', 'SO_EXT:0000704', 'UBERON:0000467', 'UBERON:0002405']
15314659	1	['Several strains of gene-targeted mice have been reported to develop SLE, implicating the null genes in the causation of disease.']	(251, 379)	['NCBITaxon:10088', 'SO_EXT:0000704', 'SO_EXT:sequence_nullness', 'SO_EXT:0000704']
15314659	2	['However, hybrid strains between 129 and C57BL/6 mice, widely used in the generation of gene-targeted mice, develop spontaneous autoimmunity.']	(380, 520)	['NCBITaxon:10088', 'NCBITaxon:10088', 'SO_EXT:0000704']
15314659	3	['Furthermore, the genetic background markedly influences the autoimmune phenotype of SLE in gene-targeted mice.']	(521, 631)	['NCBITaxon:10088', 'SO_EXT:0000704', 'SO_EXT:0000704', 'UBERON:0002405']
15314659	4	['This suggests an important role in the expression of autoimmunity of as-yet-uncharacterised background genes originating from these parental mouse strains.']	(632, 787)	['GO:0010467', 'NCBITaxon:10088', 'SO_EXT:0000704']
15314659	5	['Using genome-wide linkage analysis, we identified several susceptibility loci, derived from 129 and C57BL/6 mice, mapped in the lupus-prone hybrid (129 × C57BL/6) model.']	(788, 957)	['NCBITaxon:10088', 'SO_EXT:0001026']
15314659	6	['By creating a C57BL/6 congenic strain carrying a 129-derived Chromosome 1 segment, we found that this 129 interval was sufficient to mediate the loss of tolerance to nuclear antigens, which had previously been attributed to a disrupted gene.']	(958, 1199)	['CHEBI_EXT:59132', 'GO_SO_EXT:chromosomal_part_or_position_or_region_or_site', 'GO_SO_EXT:chromosomal_part_or_position_or_region_or_site', 'GO:0005634', 'GO_SO_EXT:chromosomal_part_or_position_or_region_or_site', 'GO_SO_EXT:chromosomal_part_or_position_or_region_or_site', 'SO_EXT:0000704']
15314659	7	['These results demonstrate important epistatic modifiers of autoimmunity in 129 and C57BL/6 mouse strains, widely used in gene targeting.']	(1200, 1336)	['NCBITaxon:10088', 'SO_EXT:0000704']
15314659	8	['These background gene influences may account for some, or even all, of the autoimmune traits described in some gene-targeted models of SLE.']	(1337, 1476)	['SO_EXT:0000704', 'SO_EXT:0000704', 'UBERON:0002405']
15314659	9	['Introduction\n\nSystemic lupus erythematosus (SLE) is a chronic autoimmune disease characterised by the production of autoantibodies (auto-Abs) against a wide spectrum of self-antigens, mainly from subcellular compartments, especially the cell nucleus.']	(1478, 1728)	['CHEBI_EXT:59132', 'CL_GO_EXT:cell', 'CL_GO_EXT:cell', 'GO_EXT:antibody_or_immunoglobulin_biosynthesis_or_production', 'GO_EXT:antibody_or_immunoglobulin_biosynthesis_or_production', 'GO_EXT:antibody_or_immunoglobulin_biosynthesis_or_production', 'GO_EXT:antibody_or_immunoglobulin_biosynthesis_or_production', 'GO_EXT:antibody_or_immunoglobulin_biosynthesis_or_production', 'GO_EXT:antibody_or_immunoglobulin_biosynthesis_or_production', 'GO:0042571', 'GO:0042571', 'GO_UBERON_EXT:cellular_component_or_cell_part', 'GO:0005634', 'GO:0005634', 'UBERON:0002405', 'GO_UBERON_EXT:cellular_component_or_cell_part']
15314659	10	['Genetic predisposition is an important contributor to susceptibility to SLE in both humans and animals (Vyse and Todd 1996; Harley et al.']	(1729, 1866)	['NCBITaxon:9606', 'NCBITaxon:33208', 'SO_EXT:0000704']
15314659	11	['1998; Theofilopoulos and Kono 1999; Wakeland et al.']	(1867, 1918)	[]
15314659	12	['2001).']	(1919, 1925)	[]
15314659	13	['Genes in multiple pathways participate in mediating disease pathogenesis, and epistatic interactions amongst these genes influence the expression of disease.']	(1926, 2083)	['SO_EXT:0000704', 'SO_EXT:0000704']
15314659	14	['In this context, both genetic linkage studies in spontaneous lupus-prone models and synthetic murine models of autoimmunity generated by targeted disruption of specific genes modulating the immune system have widely been used to investigate the complexity of SLE.']	(2084, 2347)	['GO:0065007', 'NCBITaxon:39107', 'SO_EXT:0000704', 'SO_EXT:0000704', 'UBERON:0002405', 'UBERON:0002405']
15314659	15	['The best-studied strains of mice that spontaneously develop a lupus-like pathology are the New Zealand Black/New Zealand White hybrid strain (NZB/WF1); the MRL/Mp lpr/lpr strain, which carries the lpr mutation of the FAS receptor gene; and the BXSB strain, which carries the Y chromosome autoimmune accelerator (Yaa) gene (Theofilopoulos and Dixon 1985).']	(2349, 2703)	['GO:0000806', 'GO:0000806', 'GO_EXT:0004872', 'NCBITaxon:10088', 'PR_EXT:000001962', 'PR_EXT:000001962', 'SO_EXT:sequence_alteration_entity_or_process', 'SO_EXT:0000704', 'GO_SO_EXT:chromosome', 'SO_EXT:0000704', 'UBERON:0002405']
