PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
15061865	0	['Dopamine D2 receptors mediate two-odor discrimination and reversal learning in C57BL/6 mice\n\nAbstract\n\nBackground\n\nDopamine modulation of neuronal signaling in the frontal cortex, midbrain, and striatum is essential for processing and integrating diverse external sensory stimuli and attaching salience to environmental cues that signal causal relationships, thereby guiding goal-directed, adaptable behaviors.']	(0, 410)	['CHEBI:18243', 'CHEBI:18243', 'CL:0000540', 'GO:0007612', 'GO:0065007', 'GO_EXT:cell_communication_or_signaling_or_signal_transduction', 'GO_EXT:detection_or_sensing_of_stimulus', 'GO_EXT:biological_direction_or_guidance', 'GO_EXT:biological_direction_or_guidance', 'GO:0051867', 'GO:0051867', 'GO_EXT:0004872', 'NCBITaxon:10088', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177', 'UBERON:0001870', 'UBERON:0001870', 'UBERON:0001891', 'UBERON:0002435']
15061865	1	['At the cellular level, dopamine signaling is mediated through D1-like or D2-like receptors.']	(411, 502)	['CHEBI:18243', 'CL_GO_EXT:cell', 'GO:0007212', 'GO:0007212', 'CL_GO_EXT:cell', 'GO_EXT:0004872', 'PR_EXT:000001107', 'PR_EXT:000001107', 'PR_EXT:000001107', 'PR_EXT:000001108', 'PR_EXT:000001108', 'PR_EXT:000001108', 'PR_EXT:000001107', 'PR_EXT:000001108']
15061865	2	['Although a role for D1-like receptors in a variety of goal-directed behaviors has been identified, an explicit involvement of D2 receptors has not been clearly established.']	(503, 675)	['GO_EXT:biological_direction_or_guidance', 'GO_PATO_EXT:biological_behavior', 'GO_EXT:0004872', 'GO_EXT:0004872', 'PR_EXT:000001107', 'PR_EXT:000001107', 'PR_EXT:000001107', 'PR_EXT:000001107', 'PR_EXT:000001177', 'PR_EXT:000001177']
15061865	3	['To determine whether dopamine D2 receptor-mediated signaling contributes to associative and reversal learning, we compared C57Bl/6J mice that completely lack functional dopamine D2 receptors to wild-type mice with respect to their ability to attach appropriate salience to external stimuli (stimulus discrimination) and disengage from inappropriate behavioral strategies when reinforcement contingencies change (e.g.']	(676, 1092)	['CHEBI:18243', 'CHEBI:18243', 'GO_EXT:cell_communication_or_signaling_or_signal_transduction', 'GO:0008306', 'GO:0008306', 'GO_PATO_EXT:biological_behavior', 'GO_EXT:0004872', 'GO_EXT:0004872', 'NCBITaxon:10088', 'NCBITaxon:10088', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177', 'SO_EXT:wild_type_entity_or_quality', 'SO_EXT:wild_type_entity_or_quality', 'SO_EXT:wild_type_entity_or_quality']
15061865	4	['reversal learning).']	(1093, 1112)	['GO:0007612']
15061865	5	['Results\n\nMildly food-deprived female wild-type and dopamine D2 receptor deficient mice rapidly learned to retrieve and consume visible food reinforcers from a small plastic dish.']	(1114, 1292)	['CHEBI_EXT:33290', 'CHEBI:18243', 'CHEBI_EXT:33290', 'GO:0007612', 'GO:0007631', 'GO_EXT:0004872', 'NCBITaxon:10088', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177', 'SO_EXT:wild_type_entity_or_quality', 'SO_EXT:wild_type_entity_or_quality', 'SO_EXT:wild_type_entity_or_quality']
15061865	6	['Furthermore, both genotypes readily learned to dig through the same dish filled with sterile sand in order to locate a buried food pellet.']	(1293, 1431)	['CHEBI_EXT:33290', 'GO:0007612', 'SO_EXT:genotype_or_entity_with_genotype']
15061865	7	['However, the dopamine D2 receptor deficient mice required significantly more trials than wild-type mice to discriminate between two dishes, each filled with a different scented sand, and to associate one of the two odors with the presence of a reinforcer (food).']	(1432, 1694)	['CHEBI:18243', 'CHEBI_EXT:33290', 'GO_EXT:0004872', 'NCBITaxon:10088', 'NCBITaxon:10088', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177', 'SO_EXT:wild_type_entity_or_quality', 'SO_EXT:wild_type_entity_or_quality', 'SO_EXT:wild_type_entity_or_quality']
15061865	8	['In addition, the dopamine D2 receptor deficient mice repeatedly fail to alter their response patterns during reversal trials where the reinforcement rules were inverted.']	(1695, 1864)	['CHEBI:18243', 'GO_EXT:reaction_or_response', 'GO_EXT:0004872', 'NCBITaxon:10088', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177']
15061865	9	['Conclusions\n\nInbred C57Bl/6J mice that develop in the complete absence of functional dopamine D2 receptors are capable of olfaction but display an impaired ability to acquire odor-driven reinforcement contingencies.']	(1866, 2081)	['CHEBI:18243', 'GO:0007608', 'GO_EXT:0004872', 'NCBITaxon:10088', 'PR_EXT:000001177', 'PR_EXT:000001177', 'PR_EXT:000001177']
