PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	ONTOLOGY_CONCEPT_IDS_LIST
12546709	0	['Morphological characterization of the AlphaA- and AlphaB-crystallin double knockout mouse lens\n\nAbstract\n\nBackground\n\nOne approach to resolving some of the in vivo functions of alpha-crystallin is to generate animal models where one or both of the alpha-crystallin gene products have been eliminated.']	(0, 300)	['NCBITaxon:10088', 'NCBITaxon:33208', 'PR_EXT:000005907', 'PR_EXT:000005907', 'PR_EXT:000005908', 'PR_EXT:000005908', 'PR_EXT:000005907', 'PR_EXT:000005908', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'SO_EXT:gene_product', 'SO_EXT:gene_product', 'UBERON_EXT:lens']
12546709	1	['In the single alpha-crystallin knockout mice, the remaining alpha-crystallin may fully or partially compensate for some of the functions of the missing protein, especially in the lens, where both alphaA and alphaB are normally expressed at high levels.']	(301, 553)	['CHEBI_PR_EXT:protein', 'GO:0010467', 'NCBITaxon:10088', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'CHEBI_PR_EXT:protein', 'PR_EXT:000005907', 'PR_EXT:000005908', 'UBERON_EXT:lens']
12546709	2	['The purpose of this study was to characterize gross lenticular morphology in normal mice and mice with the targeted disruption of alphaA- and alphaB-crystallin genes (alphaA/BKO).']	(554, 733)	['NCBITaxon:10088', 'NCBITaxon:10088', 'PR_EXT:000005907', 'PR_EXT:000005907', 'PR_EXT:000005908', 'PR_EXT:000005908', 'PR_EXT:000005907', 'PR_EXT:000005908', 'PR_EXT:000005907', 'SO_EXT:0000704', 'UBERON_EXT:lens']
12546709	3	['Methods\n\nLenses from 129SvEvTac mice and alphaA/BKO mice were examined by standard scanning electron microscopy and confocal microscopy methodologies.']	(735, 885)	['CHEBI:10545', 'NCBITaxon:10088', 'NCBITaxon:10088', 'PR_EXT:000005907', 'UBERON_EXT:lens']
12546709	4	['Results\n\nEquatorial and axial (sagittal) dimensions of lenses for alphaA/BKO mice were significantly smaller than age-matched wild type lenses.']	(887, 1030)	['NCBITaxon:10088', 'PR_EXT:000005907', 'SO_EXT:wild_type_entity_or_quality', 'SO_EXT:wild_type_entity_or_quality', 'UBERON_EXT:lens', 'UBERON_EXT:lens']
12546709	5	['No posterior sutures or fiber cells extending to the posterior capsule of the lens were found in alphaA/BKO lenses.']	(1031, 1146)	['CL_GO_EXT:cell', 'CL_GO_EXT:cell', 'PR_EXT:000005907', 'UBERON:4200215', 'UBERON:0001804', 'UBERON:0001804', 'UBERON:0001804', 'UBERON_EXT:lens']
12546709	6	['Ectopical nucleic acid staining was observed in the posterior subcapsular region of 5 wk and anterior subcapsular cortex of 54 wk alphaA/BKO lenses.']	(1147, 1295)	['CHEBI_SO_EXT:nucleic_acid', 'CHEBI_SO_EXT:nucleic_acid', 'GO:0005634', 'PR_EXT:000005907', 'CHEBI_SO_EXT:nucleic_acid', 'CHEBI_SO_EXT:nucleic_acid', 'UBERON:0003893', 'UBERON:0003893', 'UBERON:0001851', 'UBERON_EXT:lens']
12546709	7	['Gross morphological differences were also observed in the equatorial/bow, posterior and anterior regions of lenses from alphaA/BKO mice as compared to wild mice.']	(1296, 1457)	['NCBITaxon:10088', 'NCBITaxon:10088', 'PR_EXT:000005907', 'SO_EXT:wild_type_entity_or_quality']
12546709	8	['Conclusion\n\nThese results indicated that both alphaA- and alphaB-crystallin are necessary for proper fiber cell formation, and that the absence of alpha-crystallin can lead to cataract formation.']	(1459, 1654)	['CL_GO_EXT:cell', 'GO:0048468', 'GO:0048468', 'CL_GO_EXT:cell', 'PR_EXT:000005907', 'PR_EXT:000005907', 'PR_EXT:000005908', 'PR_EXT:000005908', 'PR_EXT:000005907', 'PR_EXT:000005908', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin']
12546709	9	['Background\n\nAlpha-Crystallin is comprised of two polypeptides, alphaA-crystallin (alphaA) and alphaB-crystallin (alphaB), which share 55% amino acid sequence homology [1].']	(1656, 1827)	['CHEBI_SO_EXT:polypeptide', 'CHEBI_SO_EXT:amino_acid', 'CHEBI_SO_EXT:amino_acid', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:alpha_crystallin', 'PR_EXT:000005907', 'PR_EXT:000005907', 'PR_EXT:000005907', 'PR_EXT:000005907', 'PR_EXT:000005908', 'PR_EXT:000005908', 'PR_EXT:000005908', 'PR_EXT:000005908', 'CHEBI_SO_EXT:polypeptide', 'CHEBI_SO_EXT:amino_acid', 'CHEBI_SO_EXT:amino_acid', 'SO_EXT:biological_sequence', 'SO:0000857']
12546709	10	['They are the most abundant proteins in lens fiber cells [2,3] and exist as heteroaggregates of approximately 800 kDa that can undergo inter-aggregate subunit exchange [4].']	(1828, 1999)	['CHEBI_PR_EXT:protein', 'CL:0011004', 'CL:0011004', 'CL:0011004', 'CL_GO_EXT:cell', 'CHEBI_PR_EXT:protein', 'UBERON_EXT:lens']
12546709	11	['The expression of these two proteins in the lens epithelium, however, is not uniform throughout different regions of the anterior epithelium.']	(2000, 2141)	['CHEBI_PR_EXT:protein', 'GO:0010467', 'CHEBI_PR_EXT:protein', 'UBERON:0001803', 'UBERON:0001803', 'UBERON:0000483']
12546709	12	['AlphaB expression is detected in central epithelium and increases from the central to elongation zones, where epithelial cells differentiate into fiber cells.']	(2142, 2300)	['CL:0000066', 'CL:0000066', 'CL_GO_EXT:cell', 'GO:0010467', 'GO_RO_EXT:developmental_differentiation_process', 'CL_GO_EXT:cell', 'CL_GO_EXT:cell', 'PR_EXT:000005908', 'UBERON:0000483', 'UBERON:0000483']
